,iso,year,value,rank
1001,PHL,2007,4.71,22.0
1002,MLI,2007,4.96,19.5
1003,GTM,2007,5.47,10.5
1004,TUR,2007,4.96,19.5
1005,KGZ,2007,5.09,15.0
1006,IDN,2007,5.76,7.5
1007,PAK,2007,5.07,16.0
1008,ZWE,2007,5.56,9.0
1009,VNM,2007,4.88,21.0
1010,MYS,2007,4.37,29.0
1011,THA,2007,4.38,28.0
1012,JOR,2007,5.01,17.0
1013,MOZ,2007,4.57,24.0
1014,CHN,2007,5.16,13.0
1015,GHA,2007,5.0,18.0
1016,YEM,2007,4.25,31.5
1017,MEX,2007,4.58,23.0
1018,ETH,2007,5.14,14.0
1019,ISR,2007,4.27,30.0
1020,TUN,2007,4.0,37.0
1021,GIN,2007,4.55,25.0
1022,CIV,2007,4.01,35.5
1023,HND,2007,3.87,39.0
1024,BLR,2007,3.55,48.0
1025,LBN,2007,4.4,27.0
1026,SRB,2007,4.01,35.5
1027,KOR,2007,3.66,43.5
1028,AGO,2007,2.93,79.0
1029,SVK,2007,3.47,50.5
1030,ROM,2007,3.59,47.0
1031,UKR,2007,3.89,38.0
1032,BIH,2007,3.38,54.0
1033,CHE,2007,2.91,80.5
1034,BRA,2007,4.5,26.0
1035,UZB,2007,4.04,34.0
1036,ESP,2007,3.23,64.0
1037,KHM,2007,3.04,73.0
1038,PRY,2007,3.7,42.0
1039,SLV,2007,3.08,70.5
1040,PRT,2007,3.1,69.0
1041,BGR,2007,3.48,49.0
1042,CMR,2007,4.21,33.0
1043,NGA,2007,3.72,41.0
1044,MAR,2007,3.13,67.0
1045,POL,2007,3.47,50.5
1046,LKA,2007,3.61,46.0
1047,TJK,2007,3.8,40.0
1048,GBR,2007,3.12,68.0
1049,MRT,2007,3.33,56.5
1050,HUN,2007,3.33,56.5
1051,COL,2007,3.66,43.5
1052,COG,2007,2.62,91.0
1053,BGD,2007,3.3,60.0
1054,EST,2007,3.28,61.5
1055,PNG,2007,2.91,80.5
1056,LAO,2007,3.62,45.0
1057,SVN,2007,3.07,72.0
1058,HRV,2007,3.17,65.0
1059,FIN,2007,3.31,59.0
1060,NAM,2007,2.99,75.0
1061,GRC,2007,2.94,78.0
1062,DOM,2007,3.41,52.0
1063,IRL,2007,2.68,89.0
1064,NIC,2007,3.08,70.5
1065,CAN,2007,3.26,63.0
1066,CZE,2007,2.9,82.5
1067,ARG,2007,3.39,53.0
1068,LVA,2007,3.16,66.0
1069,BOL,2007,3.28,61.5
1070,ZAF,2007,3.37,55.0
1071,CRI,2007,3.0,74.0
1072,LTU,2007,2.97,76.5
1073,NLD,2007,2.61,92.5
1074,MNG,2007,2.84,85.0
1075,PER,2007,2.69,88.0
1076,MDA,2007,3.32,58.0
1077,BEL,2007,2.66,90.0
1078,DNK,2007,2.61,92.5
1079,SAU,2007,2.85,84.0
1080,SWE,2007,2.97,76.5
1081,ARE,2007,2.17,100.0
1082,MKD,2007,2.32,99.0
1083,RUS,2007,2.43,97.0
1084,URY,2007,2.79,86.0
1085,FRA,2007,2.36,98.0
1086,MUS,2007,2.04,103.0
1087,DZA,2007,1.98,105.0
1088,JPN,2007,2.9,82.5
1089,ECU,2007,2.1,101.5
1090,OMN,2007,1.91,109.0
1091,KAZ,2007,2.57,94.0
1092,USA,2007,1.9,111.0
1093,JAM,2007,1.48,118.0
1094,CHL,2007,2.1,101.5
1095,NZL,2007,2.7,87.0
1096,IRN,2007,1.9,111.0
1097,VEN,2007,1.99,104.0
1098,ALB,2007,2.54,95.0
1099,GEO,2007,1.9,111.0
1100,KWT,2007,1.78,113.0
1101,GAB,2007,2.46,96.0
1102,ITA,2007,1.52,117.0
1103,NOR,2007,1.74,116.0
1104,AUT,2007,1.92,107.5
1105,TKM,2007,1.97,106.0
1106,BWA,2007,1.4,119.0
1107,AZE,2007,1.77,114.0
1108,QAT,2007,1.75,115.0
1109,AUS,2007,1.92,107.5
1110,CUB,2007,1.03,120.0
1111,LBY,2007,0.81,121.0
1112,TTO,2007,0.54,122.0
1113,DEU,2007,-0.96,123.0
1114,KNA,2007,,
1115,SST,2007,,
1116,IMN,2007,,
1117,BMU,2007,,
1118,FSM,2007,,
1119,SYR,2007,4.25,31.5
1120,LCN,2007,,
1121,SSF,2007,,
1122,CPV,2007,,
1123,ECA,2007,,
1124,ISL,2007,,
1125,BFA,2007,,
1126,TGO,2007,,
1127,MCO,2007,,
1128,PYF,2007,,
1129,ERI,2007,,
1130,LIC,2007,,
1131,SLB,2007,,
1132,CYP,2007,,
1133,SOM,2007,,
1134,NCL,2007,,
1135,MNP,2007,,
1136,GMB,2007,,
1137,ABW,2007,,
1138,SAS,2007,,
1139,COM,2007,,
1140,SGP,2007,,
1141,GNB,2007,,
1142,TON,2007,,
1143,GRL,2007,,
1144,SWZ,2007,,
1145,SYC,2007,,
1146,EAP,2007,,
1147,MNA,2007,,
1148,OSS,2007,,
1149,BRN,2007,,
1150,MLT,2007,,
1151,CAF,2007,,
1152,ASM,2007,,
1153,TUV,2007,,
1154,NOC,2007,,
1155,EMU,2007,,
1156,LMC,2007,,
1157,AND,2007,,
1158,HIC,2007,,
1159,CSS,2007,,
1160,SXM,2007,,
1161,LCA,2007,,
1162,FCS,2007,,
1163,CEB,2007,,
1164,DJI,2007,,
1165,NPL,2007,,
1166,PAN,2007,,
1167,MAC,2007,,
1168,MHL,2007,,
1169,PRI,2007,,
1170,STP,2007,,
1171,SLE,2007,,
1172,DMA,2007,,
1173,PLW,2007,,
1174,VCT,2007,,
1175,CYM,2007,,
1176,BDI,2007,,
1177,LDC,2007,,
1178,VUT,2007,,
1179,MEA,2007,,
1180,MDV,2007,,
1181,FRO,2007,,
1182,ATG,2007,,
1183,INX,2007,,
1184,MAF,2007,,
1185,NAC,2007,,
1186,MIC,2007,,
1187,MMR,2007,,
1188,TCD,2007,,
1189,CUW,2007,,
1190,MNE,2007,,
1191,COD,2007,,
1192,EAS,2007,,
1193,WLD,2007,,
1194,AFG,2007,,
1195,BRB,2007,,
1196,GNQ,2007,,
1197,CHI,2007,,
1198,BHR,2007,,
1199,SMR,2007,,
1200,VIR,2007,,
1201,LUX,2007,,
1202,TLS,2007,,
1203,GUM,2007,,
1204,SSD,2007,,
1205,FJI,2007,,
1206,UMC,2007,,
1207,TCA,2007,,
1208,OEC,2007,,
1209,SUR,2007,,
1210,IRQ,2007,,
1211,ARM,2007,,
1212,RWA,2007,,
1213,EUU,2007,,
1214,LMY,2007,,
1215,BTN,2007,,
1216,NER,2007,,
1217,ARB,2007,,
1218,,2007,,
1219,KIR,2007,,
1220,HTI,2007,,
1221,LSO,2007,,
1222,OED,2007,,
1223,PSE,2007,,
1224,BEN,2007,,
1225,HKG,2007,,
1226,GRD,2007,,
1227,LIE,2007,,
1228,PSS,2007,,
1229,ECS,2007,,
1230,SSA,2007,,
1231,BHS,2007,,
1232,WSM,2007,,
1233,HPC,2007,,
1234,PRK,2007,,
1235,LAC,2007,,
1236,SDN,2007,,
1237,BLZ,2007,,
1238,GUY,2007,,
1239,LBR,2007,,
1240,IND,2008,7.99,1.0
1241,UGA,2008,6.74,3.0
1242,KEN,2008,6.7,4.0
1243,MWI,2008,6.08,5.0
1244,TZA,2008,6.97,2.0
1245,EGY,2008,5.29,10.0
1246,MDG,2008,5.84,6.0
1247,ZMB,2008,5.0,16.5
1248,SEN,2008,5.76,8.0
1249,PHL,2008,5.08,13.0
1250,MLI,2008,5.0,16.5
1251,GTM,2008,5.26,11.0
1252,TUR,2008,4.73,19.0
1253,KGZ,2008,4.67,20.0
1254,IDN,2008,5.44,9.0
1255,PAK,2008,5.14,12.0
1256,ZWE,2008,5.8,7.0
1257,VNM,2008,4.66,21.0
1258,MYS,2008,4.38,26.0
1259,THA,2008,4.48,24.0
1260,JOR,2008,4.94,18.0
1261,MOZ,2008,4.46,25.0
1262,CHN,2008,5.01,15.0
1263,GHA,2008,4.31,28.0
1264,YEM,2008,4.53,22.0
1265,MEX,2008,4.35,27.0
1266,ETH,2008,5.06,14.0
1267,ISR,2008,4.26,29.0
1268,TUN,2008,3.66,39.0
1269,GIN,2008,4.52,23.0
1270,CIV,2008,3.96,33.0
1271,HND,2008,3.7,38.0
1272,BLR,2008,3.4,49.0
1273,LBN,2008,4.2,30.0
1274,SRB,2008,3.9,34.0
1275,KOR,2008,3.49,44.0
1276,AGO,2008,2.91,79.0
1277,SVK,2008,3.38,50.5
1278,ROM,2008,3.46,46.0
1279,UKR,2008,3.55,42.0
1280,BIH,2008,3.46,46.0
1281,CHE,2008,2.94,77.5
1282,BRA,2008,4.07,31.0
1283,UZB,2008,3.83,37.0
1284,ESP,2008,3.01,71.5
1285,KHM,2008,3.02,70.0
1286,PRY,2008,3.56,41.0
1287,SLV,2008,3.38,50.5
1288,PRT,2008,3.04,68.5
1289,BGR,2008,3.22,60.0
1290,CMR,2008,3.89,35.0
1291,NGA,2008,3.41,48.0
1292,MAR,2008,2.95,76.0
1293,POL,2008,3.28,58.0
1294,LKA,2008,3.46,46.0
1295,TJK,2008,3.61,40.0
1296,GBR,2008,2.94,77.5
1297,MRT,2008,3.31,55.5
1298,HUN,2008,3.32,54.0
1299,COL,2008,4.06,32.0
1300,COG,2008,2.98,75.0
1301,BGD,2008,3.31,55.5
1302,EST,2008,3.21,61.5
1303,PNG,2008,3.3,57.0
1304,LAO,2008,3.52,43.0
1305,SVN,2008,2.86,80.0
1306,HRV,2008,3.01,71.5
1307,FIN,2008,3.13,66.5
1308,NAM,2008,3.26,59.0
1309,GRC,2008,3.14,65.0
1310,DOM,2008,3.21,61.5
1311,IRL,2008,3.04,68.5
1312,NIC,2008,3.17,63.0
1313,CAN,2008,3.0,73.5
1314,CZE,2008,2.74,83.0
1315,ARG,2008,3.33,53.0
1316,LVA,2008,3.0,73.5
1317,BOL,2008,3.37,52.0
1318,ZAF,2008,3.13,66.5
1319,CRI,2008,3.16,64.0
1320,LTU,2008,2.85,81.0
1321,NLD,2008,2.49,90.0
1322,MNG,2008,2.7,84.0
1323,PER,2008,2.8,82.0
1324,MDA,2008,2.69,85.0
1325,BEL,2008,2.54,89.0
1326,DNK,2008,2.48,91.0
1327,SAU,2008,1.72,108.0
1328,SWE,2008,2.68,86.0
1329,ARE,2008,1.98,101.0
1330,MKD,2008,2.19,96.0
1331,RUS,2008,2.22,95.0
1332,URY,2008,2.61,87.0
1333,FRA,2008,1.97,102.0
1334,MUS,2008,2.02,100.0
1335,DZA,2008,1.65,110.0
1336,JPN,2008,2.41,93.0
1337,ECU,2008,2.06,99.0
1338,OMN,2008,1.77,106.5
1339,KAZ,2008,2.47,92.0
1340,USA,2008,1.81,104.5
1341,JAM,2008,1.77,106.5
1342,CHL,2008,2.07,98.0
1343,NZL,2008,2.55,88.0
1344,IRN,2008,1.5,113.0
1345,VEN,2008,1.81,104.5
1346,ALB,2008,3.88,36.0
1347,GEO,2008,1.6,111.0
1348,KWT,2008,1.09,117.0
1349,GAB,2008,2.26,94.0
1350,ITA,2008,1.1,116.0
1351,NOR,2008,1.27,114.0
1352,AUT,2008,1.24,115.0
1353,TKM,2008,1.84,103.0
1354,BWA,2008,2.15,97.0
1355,AZE,2008,1.66,109.0
1356,QAT,2008,1.0,119.0
1357,AUS,2008,1.57,112.0
1358,CUB,2008,1.02,118.0
1359,LBY,2008,0.57,120.0
1360,TTO,2008,0.16,121.0
1361,DEU,2008,-1.61,122.0
1362,KNA,2008,,
1363,SST,2008,,
1364,IMN,2008,,
1365,BMU,2008,,
1366,FSM,2008,,
1367,SYR,2008,,
1368,LCN,2008,,
1369,SSF,2008,,
1370,CPV,2008,,
1371,ECA,2008,,
1372,ISL,2008,,
1373,BFA,2008,,
1374,TGO,2008,,
1375,MCO,2008,,
1376,PYF,2008,,
1377,ERI,2008,,
1378,LIC,2008,,
1379,SLB,2008,,
1380,CYP,2008,,
1381,SOM,2008,,
1382,NCL,2008,,
1383,MNP,2008,,
1384,GMB,2008,,
1385,ABW,2008,,
1386,SAS,2008,,
1387,COM,2008,,
1388,SGP,2008,,
1389,GNB,2008,,
1390,TON,2008,,
1391,GRL,2008,,
1392,SWZ,2008,,
1393,SYC,2008,,
1394,EAP,2008,,
1395,MNA,2008,,
1396,OSS,2008,,
1397,BRN,2008,,
1398,MLT,2008,,
1399,CAF,2008,,
1400,ASM,2008,,
1401,TUV,2008,,
1402,NOC,2008,,
1403,EMU,2008,,
1404,LMC,2008,,
1405,AND,2008,,
1406,HIC,2008,,
1407,CSS,2008,,
1408,SXM,2008,,
1409,LCA,2008,,
1410,FCS,2008,,
1411,CEB,2008,,
1412,DJI,2008,,
1413,NPL,2008,,
1414,PAN,2008,,
1415,MAC,2008,,
1416,MHL,2008,,
1417,PRI,2008,,
1418,STP,2008,,
1419,SLE,2008,,
1420,DMA,2008,,
1421,PLW,2008,,
1422,VCT,2008,,
1423,CYM,2008,,
1424,BDI,2008,,
1425,LDC,2008,,
1426,VUT,2008,,
1427,MEA,2008,,
1428,MDV,2008,,
1429,FRO,2008,,
1430,ATG,2008,,
1431,INX,2008,,
1432,MAF,2008,,
1433,NAC,2008,,
1434,MIC,2008,,
1435,MMR,2008,,
1436,TCD,2008,,
1437,CUW,2008,,
1438,MNE,2008,,
1439,COD,2008,,
1440,EAS,2008,,
1441,WLD,2008,,
1442,AFG,2008,,
1443,BRB,2008,,
1444,GNQ,2008,,
1445,CHI,2008,,
1446,BHR,2008,,
1447,SMR,2008,,
1448,VIR,2008,,
1449,LUX,2008,,
1450,TLS,2008,,
1451,GUM,2008,,
1452,SSD,2008,,
1453,FJI,2008,,
1454,UMC,2008,,
1455,TCA,2008,,
1456,OEC,2008,,
1457,SUR,2008,,
1458,IRQ,2008,,
1459,ARM,2008,,
1460,RWA,2008,,
1461,EUU,2008,,
1462,LMY,2008,,
1463,BTN,2008,,
1464,NER,2008,,
1465,ARB,2008,,
1466,,2008,,
1467,KIR,2008,,
1468,HTI,2008,,
1469,LSO,2008,,
1470,OED,2008,,
1471,PSE,2008,,
1472,BEN,2008,,
1473,HKG,2008,,
1474,GRD,2008,,
1475,LIE,2008,,
1476,PSS,2008,,
1477,ECS,2008,,
1478,SSA,2008,,
1479,BHS,2008,,
1480,WSM,2008,,
1481,HPC,2008,,
1482,PRK,2008,,
1483,LAC,2008,,
1484,SDN,2008,,
1485,BLZ,2008,,
1486,GUY,2008,,
1487,LBR,2008,,
1488,IND,2009,7.67,1.0
1489,UGA,2009,6.84,4.0
1490,KEN,2009,6.89,2.0
1491,MWI,2009,5.55,7.0
1492,TZA,2009,6.86,3.0
1493,EGY,2009,5.66,6.0
1494,MDG,2009,5.93,5.0
1495,ZMB,2009,5.07,14.0
1496,SEN,2009,5.31,9.0
1497,PHL,2009,5.03,16.0
1498,MLI,2009,5.37,8.0
1499,GTM,2009,5.04,15.0
1500,TUR,2009,4.98,17.0
1501,KGZ,2009,4.62,21.0
1502,IDN,2009,5.3,10.0
1503,PAK,2009,5.09,13.0
1504,ZWE,2009,5.16,12.0
1505,VNM,2009,4.55,23.0
1506,MYS,2009,4.3,26.5
1507,THA,2009,4.53,24.0
1508,JOR,2009,4.83,20.0
1509,MOZ,2009,4.91,19.0
1510,CHN,2009,4.94,18.0
1511,GHA,2009,4.27,28.0
1512,YEM,2009,4.58,22.0
1513,MEX,2009,4.32,25.0
1514,ETH,2009,5.25,11.0
1515,ISR,2009,4.22,29.0
1516,TUN,2009,4.07,31.0
1517,GIN,2009,4.3,26.5
1518,CIV,2009,3.87,35.0
1519,HND,2009,3.81,37.0
1520,BLR,2009,3.63,41.0
1521,LBN,2009,3.91,34.0
1522,SRB,2009,3.78,38.0
1523,KOR,2009,3.59,43.0
1524,AGO,2009,2.63,87.0
1525,SVK,2009,3.42,50.0
1526,ROM,2009,3.27,54.0
1527,UKR,2009,3.7,39.0
1528,BIH,2009,3.37,52.0
1529,CHE,2009,3.12,61.0
1530,BRA,2009,3.95,33.0
1531,UZB,2009,3.68,40.0
1532,ESP,2009,2.91,79.0
1533,KHM,2009,2.99,75.5
1534,PRY,2009,3.61,42.0
1535,SLV,2009,3.07,69.5
1536,PRT,2009,3.06,71.0
1537,BGR,2009,3.08,67.5
1538,CMR,2009,3.86,36.0
1539,NGA,2009,3.54,44.0
1540,MAR,2009,3.24,55.5
1541,POL,2009,3.09,65.5
1542,LKA,2009,3.12,61.0
1543,TJK,2009,3.47,47.0
1544,GBR,2009,3.05,72.0
1545,MRT,2009,3.48,45.5
1546,HUN,2009,3.4,51.0
1547,COL,2009,4.05,32.0
1548,COG,2009,2.84,82.0
1549,BGD,2009,3.11,63.0
1550,EST,2009,3.16,59.0
1551,PNG,2009,3.07,69.5
1552,LAO,2009,3.3,53.0
1553,SVN,2009,3.04,73.0
1554,HRV,2009,2.92,77.0
1555,FIN,2009,3.24,55.5
1556,NAM,2009,3.46,48.5
1557,GRC,2009,3.0,74.0
1558,DOM,2009,3.1,64.0
1559,IRL,2009,3.09,65.5
1560,NIC,2009,3.12,61.0
1561,CAN,2009,3.17,58.0
1562,CZE,2009,2.79,83.0
1563,ARG,2009,3.48,45.5
1564,LVA,2009,2.99,75.5
1565,BOL,2009,3.21,57.0
1566,ZAF,2009,3.46,48.5
1567,CRI,2009,2.91,79.0
1568,LTU,2009,2.88,81.0
1569,NLD,2009,2.42,93.0
1570,MNG,2009,3.08,67.5
1571,PER,2009,2.69,86.0
1572,MDA,2009,2.91,79.0
1573,BEL,2009,2.37,94.0
1574,DNK,2009,2.52,89.0
1575,SAU,2009,2.78,84.0
1576,SWE,2009,2.51,90.0
1577,ARE,2009,2.56,88.0
1578,MKD,2009,2.29,95.0
1579,RUS,2009,2.19,99.5
1580,URY,2009,2.5,91.0
1581,FRA,2009,2.2,98.0
1582,MUS,2009,2.05,104.0
1583,DZA,2009,2.26,97.0
1584,JPN,2009,2.09,102.0
1585,ECU,2009,2.13,101.0
1586,OMN,2009,2.01,106.0
1587,KAZ,2009,2.19,99.5
1588,USA,2009,1.79,111.0
1589,JAM,2009,1.94,109.0
1590,CHL,2009,1.99,107.0
1591,NZL,2009,2.27,96.0
1592,IRN,2009,1.5,114.0
1593,VEN,2009,2.45,92.0
1594,ALB,2009,4.09,30.0
1595,GEO,2009,1.88,110.0
1596,KWT,2009,1.95,108.0
1597,GAB,2009,2.08,103.0
1598,ITA,2009,1.2,117.0
1599,NOR,2009,1.44,115.0
1600,AUT,2009,1.58,112.0
1601,TKM,2009,2.02,105.0
1602,BWA,2009,2.76,85.0
1603,AZE,2009,1.11,118.0
1604,QAT,2009,1.56,113.0
1605,AUS,2009,1.37,116.0
1606,CUB,2009,1.03,119.0
1607,LBY,2009,0.66,120.0
1608,TTO,2009,0.63,121.0
1609,DEU,2009,-1.75,122.0
1610,KNA,2009,,
1611,SST,2009,,
1612,IMN,2009,,
1613,BMU,2009,,
1614,FSM,2009,,
1615,SYR,2009,,
1616,LCN,2009,,
1617,SSF,2009,,
1618,CPV,2009,,
1619,ECA,2009,,
1620,ISL,2009,,
1621,BFA,2009,,
1622,TGO,2009,,
1623,MCO,2009,,
1624,PYF,2009,,
1625,ERI,2009,,
1626,LIC,2009,,
1627,SLB,2009,,
1628,CYP,2009,,
1629,SOM,2009,,
1630,NCL,2009,,
1631,MNP,2009,,
1632,GMB,2009,,
1633,ABW,2009,,
1634,SAS,2009,,
1635,COM,2009,,
1636,SGP,2009,,
1637,GNB,2009,,
1638,TON,2009,,
1639,GRL,2009,,
1640,SWZ,2009,,
1641,SYC,2009,,
1642,EAP,2009,,
1643,MNA,2009,,
1644,OSS,2009,,
1645,BRN,2009,,
1646,MLT,2009,,
1647,CAF,2009,,
1648,ASM,2009,,
1649,TUV,2009,,
1650,NOC,2009,,
1651,EMU,2009,,
1652,LMC,2009,,
1653,AND,2009,,
1654,HIC,2009,,
1655,CSS,2009,,
1656,SXM,2009,,
1657,LCA,2009,,
1658,FCS,2009,,
1659,CEB,2009,,
1660,DJI,2009,,
1661,NPL,2009,,
1662,PAN,2009,,
1663,MAC,2009,,
1664,MHL,2009,,
1665,PRI,2009,,
1666,STP,2009,,
1667,SLE,2009,,
1668,DMA,2009,,
1669,PLW,2009,,
1670,VCT,2009,,
1671,CYM,2009,,
1672,BDI,2009,,
1673,LDC,2009,,
1674,VUT,2009,,
1675,MEA,2009,,
1676,MDV,2009,,
1677,FRO,2009,,
1678,ATG,2009,,
1679,INX,2009,,
1680,MAF,2009,,
1681,NAC,2009,,
1682,MIC,2009,,
1683,MMR,2009,,
1684,TCD,2009,,
1685,CUW,2009,,
1686,MNE,2009,,
1687,COD,2009,,
1688,EAS,2009,,
1689,WLD,2009,,
1690,AFG,2009,,
1691,BRB,2009,,
1692,GNQ,2009,,
1693,CHI,2009,,
1694,BHR,2009,,
1695,SMR,2009,,
1696,VIR,2009,,
1697,LUX,2009,,
1698,TLS,2009,,
1699,GUM,2009,,
1700,SSD,2009,,
1701,FJI,2009,,
1702,UMC,2009,,
1703,TCA,2009,,
1704,OEC,2009,,
1705,SUR,2009,,
1706,IRQ,2009,,
1707,ARM,2009,,
1708,RWA,2009,,
1709,EUU,2009,,
1710,LMY,2009,,
1711,BTN,2009,,
1712,NER,2009,,
1713,ARB,2009,,
1714,,2009,,
1715,KIR,2009,,
1716,HTI,2009,,
1717,LSO,2009,,
1718,OED,2009,,
1719,PSE,2009,,
1720,BEN,2009,,
1721,HKG,2009,,
1722,GRD,2009,,
1723,LIE,2009,,
1724,PSS,2009,,
1725,ECS,2009,,
1726,SSA,2009,,
1727,BHS,2009,,
1728,WSM,2009,,
1729,HPC,2009,,
1730,PRK,2009,,
1731,LAC,2009,,
1732,SDN,2009,,
1733,BLZ,2009,,
1734,GUY,2009,,
1735,LBR,2009,,
1736,IND,2010,7.69,1.0
1737,UGA,2010,6.87,2.0
1738,KEN,2010,6.77,3.0
1739,MWI,2010,5.71,6.0
1740,TZA,2010,6.48,5.0
1741,EGY,2010,5.61,7.0
1742,MDG,2010,6.55,4.0
1743,ZMB,2010,5.05,13.0
1744,SEN,2010,5.52,8.0
1745,PHL,2010,5.13,10.0
1746,MLI,2010,4.68,21.0
1747,GTM,2010,5.06,12.0
1748,TUR,2010,5.21,9.0
1749,KGZ,2010,4.2,28.0
1750,IDN,2010,4.88,18.0
1751,PAK,2010,5.09,11.0
1752,ZWE,2010,4.94,17.0
1753,VNM,2010,4.74,20.0
1754,MYS,2010,4.55,23.0
1755,THA,2010,4.63,22.0
1756,JOR,2010,5.01,14.0
1757,MOZ,2010,3.81,37.5
1758,CHN,2010,4.96,16.0
1759,GHA,2010,4.77,19.0
1760,YEM,2010,4.3,26.0
1761,MEX,2010,4.37,24.0
1762,ETH,2010,4.97,15.0
1763,ISR,2010,4.26,27.0
1764,TUN,2010,3.96,31.0
1765,GIN,2010,4.35,25.0
1766,CIV,2010,3.81,37.5
1767,HND,2010,3.92,32.0
1768,BLR,2010,3.34,51.0
1769,LBN,2010,3.9,33.0
1770,SRB,2010,3.86,36.0
1771,KOR,2010,3.8,39.0
1772,AGO,2010,2.97,79.0
1773,SVK,2010,3.48,44.5
1774,ROM,2010,3.42,48.0
1775,UKR,2010,3.89,34.0
1776,BIH,2010,3.52,41.5
1777,CHE,2010,3.17,67.0
1778,BRA,2010,3.87,35.0
1779,UZB,2010,3.99,30.0
1780,ESP,2010,3.15,69.0
1781,KHM,2010,3.08,72.5
1782,PRY,2010,3.52,41.5
1783,SLV,2010,3.08,72.5
1784,PRT,2010,3.19,63.5
1785,BGR,2010,3.48,44.5
1786,CMR,2010,4.03,29.0
1787,NGA,2010,3.35,49.5
1788,MAR,2010,3.18,65.5
1789,POL,2010,3.25,57.0
1790,LKA,2010,3.27,54.0
1791,TJK,2010,3.68,40.0
1792,GBR,2010,3.16,68.0
1793,MRT,2010,3.24,59.0
1794,HUN,2010,3.44,47.0
1795,COL,2010,3.49,43.0
1796,COG,2010,3.04,75.0
1797,BGD,2010,2.96,80.0
1798,EST,2010,3.27,54.0
1799,PNG,2010,3.27,54.0
1800,LAO,2010,3.24,59.0
1801,SVN,2010,3.19,63.5
1802,HRV,2010,3.12,71.0
1803,FIN,2010,3.24,59.0
1804,NAM,2010,3.26,56.0
1805,GRC,2010,3.0,76.5
1806,DOM,2010,3.21,62.0
1807,IRL,2010,3.0,76.5
1808,NIC,2010,2.82,83.0
1809,CAN,2010,3.22,61.0
1810,CZE,2010,3.13,70.0
1811,ARG,2010,3.28,52.0
1812,LVA,2010,2.99,78.0
1813,BOL,2010,3.45,46.0
1814,ZAF,2010,3.35,49.5
1815,CRI,2010,2.93,81.0
1816,LTU,2010,3.07,74.0
1817,NLD,2010,2.54,92.0
1818,MNG,2010,2.59,90.5
1819,PER,2010,2.8,84.0
1820,MDA,2010,3.18,65.5
1821,BEL,2010,2.64,88.0
1822,DNK,2010,2.63,89.0
1823,SAU,2010,2.9,82.0
1824,SWE,2010,2.66,87.0
1825,ARE,2010,2.68,86.0
1826,MKD,2010,2.59,90.5
1827,RUS,2010,2.38,95.5
1828,URY,2010,2.72,85.0
1829,FRA,2010,2.21,101.0
1830,MUS,2010,2.47,94.0
1831,DZA,2010,1.96,108.0
1832,JPN,2010,2.23,99.0
1833,ECU,2010,2.37,97.0
1834,OMN,2010,2.09,105.5
1835,KAZ,2010,2.2,102.5
1836,USA,2010,1.76,113.0
1837,JAM,2010,2.2,102.5
1838,CHL,2010,1.97,107.0
1839,NZL,2010,2.38,95.5
1840,IRN,2010,2.34,98.0
1841,VEN,2010,2.5,93.0
1842,ALB,2010,1.86,109.5
1843,GEO,2010,1.79,112.0
1844,KWT,2010,2.22,100.0
1845,GAB,2010,2.17,104.0
1846,ITA,2010,1.18,118.0
1847,NOR,2010,1.56,116.0
1848,AUT,2010,1.75,114.0
1849,TKM,2010,2.09,105.5
1850,BWA,2010,1.81,111.0
1851,AZE,2010,1.67,115.0
1852,QAT,2010,1.86,109.5
1853,AUS,2010,1.52,117.0
1854,CUB,2010,0.83,120.0
1855,LBY,2010,1.01,119.0
1856,TTO,2010,0.69,121.0
1857,DEU,2010,-1.44,122.0
1858,KNA,2010,,
1859,SST,2010,,
1860,IMN,2010,,
1861,BMU,2010,,
1862,FSM,2010,,
1863,SYR,2010,,
1864,LCN,2010,,
1865,SSF,2010,,
1866,CPV,2010,,
1867,ECA,2010,,
1868,ISL,2010,,
1869,BFA,2010,,
1870,TGO,2010,,
1871,MCO,2010,,
1872,PYF,2010,,
1873,ERI,2010,,
1874,LIC,2010,,
1875,SLB,2010,,
1876,CYP,2010,,
1877,SOM,2010,,
1878,NCL,2010,,
1879,MNP,2010,,
1880,GMB,2010,,
1881,ABW,2010,,
1882,SAS,2010,,
1883,COM,2010,,
1884,SGP,2010,,
1885,GNB,2010,,
1886,TON,2010,,
1887,GRL,2010,,
1888,SWZ,2010,,
1889,SYC,2010,,
1890,EAP,2010,,
1891,MNA,2010,,
1892,OSS,2010,,
1893,BRN,2010,,
1894,MLT,2010,,
1895,CAF,2010,,
1896,ASM,2010,,
1897,TUV,2010,,
1898,NOC,2010,,
1899,EMU,2010,,
1900,LMC,2010,,
1901,AND,2010,,
1902,HIC,2010,,
1903,CSS,2010,,
1904,SXM,2010,,
1905,LCA,2010,,
1906,FCS,2010,,
1907,CEB,2010,,
1908,DJI,2010,,
1909,NPL,2010,,
1910,PAN,2010,,
1911,MAC,2010,,
1912,MHL,2010,,
1913,PRI,2010,,
1914,STP,2010,,
1915,SLE,2010,,
1916,DMA,2010,,
1917,PLW,2010,,
1918,VCT,2010,,
1919,CYM,2010,,
1920,BDI,2010,,
1921,LDC,2010,,
1922,VUT,2010,,
1923,MEA,2010,,
1924,MDV,2010,,
1925,FRO,2010,,
1926,ATG,2010,,
1927,INX,2010,,
1928,MAF,2010,,
1929,NAC,2010,,
